 0.459E-04 0.100E-03 0.180E-03 0.519E-03 0.667E-03 0.919E-03 0.145E-02 0.398E-02 0.244E-01 0.117E+00 0.412E+00 0.497E+00 0.270E+00 0.727E-01 0.338E-01 0.597E-01 0.242E+00 0.569E+00 0.645E+00 0.295E+00 0.467E-01 0.739E-02 0.234E-02 0.186E-02 0.253E-02 0.171E-02 0.120E-03 0.526E-04
 0.554E-04 0.510E-04 0.109E-03 0.403E-03 0.522E-03 0.815E-03 0.927E-03 0.403E-02 0.258E-01 0.194E+00 0.417E+00 0.597E+00 0.283E+00 0.140E+00 0.984E-01 0.217E+00 0.564E+00 0.792E+00 0.697E+00 0.192E+00 0.290E-01 0.389E-02 0.108E-02 0.672E-03 0.744E-03 0.387E-03 0.866E-04 0.444E-04
 0.537E-04 0.403E-04 0.752E-04 0.220E-03 0.468E-03 0.255E-03 0.455E-03 0.336E-02 0.274E-01 0.179E+00 0.464E+00 0.596E+00 0.402E+00 0.269E+00 0.284E+00 0.547E+00 0.818E+00 0.840E+00 0.563E+00 0.118E+00 0.172E-01 0.302E-02 0.956E-03 0.295E-03 0.502E-03 0.186E-03 0.595E-04 0.678E-04
 0.654E-04 0.533E-04 0.664E-04 0.126E-03 0.351E-03 0.199E-03 0.335E-03 0.363E-02 0.267E-01 0.173E+00 0.501E+00 0.625E+00 0.607E+00 0.531E+00 0.593E+00 0.800E+00 0.899E+00 0.795E+00 0.357E+00 0.811E-01 0.131E-01 0.286E-02 0.653E-03 0.334E-03 0.260E-03 0.185E-03 0.595E-04 0.444E-04
 0.436E-04 0.582E-04 0.525E-04 0.140E-03 0.330E-03 0.160E-03 0.421E-03 0.286E-02 0.226E-01 0.163E+00 0.499E+00 0.677E+00 0.741E+00 0.742E+00 0.805E+00 0.888E+00 0.882E+00 0.667E+00 0.206E+00 0.683E-01 0.138E-01 0.328E-02 0.107E-02 0.338E-03 0.365E-03 0.293E-03 0.706E-04 0.508E-04
 0.529E-04 0.106E-03 0.520E-04 0.142E-03 0.441E-03 0.195E-03 0.482E-03 0.318E-02 0.217E-01 0.151E+00 0.444E+00 0.662E+00 0.769E+00 0.806E+00 0.872E+00 0.885E+00 0.796E+00 0.527E+00 0.184E+00 0.476E-01 0.155E-01 0.446E-02 0.124E-02 0.511E-03 0.416E-03 0.346E-03 0.787E-04 0.525E-04
 0.540E-04 0.623E-04 0.553E-04 0.225E-03 0.393E-03 0.305E-03 0.757E-03 0.420E-02 0.253E-01 0.153E+00 0.767E+00 0.894E+00 0.721E+00 0.786E+00 0.860E+00 0.837E+00 0.719E+00 0.454E+00 0.164E+00 0.480E-01 0.159E-01 0.508E-02 0.127E-02 0.573E-03 0.541E-03 0.666E-03 0.907E-04 0.514E-04
 0.486E-04 0.426E-04 0.712E-04 0.436E-03 0.608E-03 0.468E-03 0.212E-02 0.576E-02 0.335E-01 0.315E+00 0.362E+00 0.654E+00 0.662E+00 0.666E+00 0.760E+00 0.763E+00 0.659E+00 0.394E+00 0.168E+00 0.444E-01 0.136E-01 0.388E-02 0.117E-02 0.859E-03 0.918E-03 0.743E-03 0.106E-03 0.531E-04
 0.455E-04 0.548E-04 0.806E-04 0.925E-03 0.834E-03 0.781E-03 0.370E-02 0.112E-01 0.397E-01 0.140E+00 0.291E+00 0.482E+00 0.528E+00 0.526E+00 0.600E+00 0.641E+00 0.573E+00 0.395E+00 0.185E+00 0.407E-01 0.119E-01 0.377E-02 0.153E-02 0.108E-02 0.139E-02 0.784E-03 0.905E-04 0.577E-04
 0.414E-04 0.556E-04 0.115E-03 0.204E-02 0.944E-03 0.141E-02 0.425E-02 0.186E-01 0.646E-01 0.199E+00 0.327E+00 0.437E+00 0.459E+00 0.489E+00 0.423E+00 0.488E+00 0.511E+00 0.359E+00 0.159E+00 0.344E-01 0.116E-01 0.392E-02 0.288E-02 0.157E-02 0.163E-02 0.642E-03 0.838E-04 0.598E-04
 0.593E-04 0.634E-04 0.154E-03 0.156E-02 0.123E-02 0.222E-02 0.789E-02 0.278E-01 0.103E+00 0.226E+00 0.376E+00 0.417E+00 0.432E+00 0.426E+00 0.365E+00 0.454E+00 0.470E+00 0.308E+00 0.156E+00 0.302E-01 0.896E-02 0.416E-02 0.206E-02 0.197E-02 0.141E-02 0.390E-03 0.641E-04 0.465E-04
 0.627E-04 0.494E-04 0.153E-03 0.151E-02 0.203E-02 0.691E-02 0.945E-02 0.324E-01 0.118E+00 0.256E+00 0.428E+00 0.498E+00 0.537E+00 0.492E+00 0.426E+00 0.461E+00 0.405E+00 0.215E+00 0.740E-01 0.226E-01 0.900E-02 0.377E-02 0.236E-02 0.167E-02 0.131E-02 0.204E-03 0.639E-04 0.511E-04
 0.439E-04 0.461E-04 0.887E-04 0.820E-03 0.260E-02 0.419E-02 0.114E-01 0.371E-01 0.162E+00 0.323E+00 0.542E+00 0.684E+00 0.693E+00 0.638E+00 0.546E+00 0.530E+00 0.297E+00 0.126E+00 0.605E-01 0.151E-01 0.598E-02 0.341E-02 0.236E-02 0.148E-02 0.538E-03 0.102E-03 0.541E-04 0.477E-04
 0.552E-04 0.382E-04 0.704E-04 0.220E-03 0.241E-02 0.624E-02 0.140E-01 0.395E-01 0.105E+00 0.268E+00 0.547E+00 0.719E+00 0.791E+00 0.684E+00 0.532E+00 0.329E+00 0.135E+00 0.643E-01 0.217E-01 0.566E-02 0.224E-02 0.159E-02 0.111E-02 0.466E-03 0.951E-04 0.652E-04 0.563E-04 0.460E-04
 0.567E-04 0.487E-04 0.586E-04 0.901E-04 0.330E-03 0.334E-02 0.106E-01 0.207E-01 0.493E-01 0.103E+00 0.278E+00 0.386E+00 0.495E+00 0.344E+00 0.248E+00 0.118E+00 0.654E-01 0.297E-01 0.666E-02 0.199E-02 0.879E-03 0.127E-02 0.282E-03 0.116E-03 0.711E-04 0.493E-04 0.586E-04 0.489E-04
 0.496E-04 0.454E-04 0.488E-04 0.611E-04 0.905E-04 0.220E-03 0.208E-02 0.374E-02 0.751E-02 0.184E-01 0.457E-01 0.645E-01 0.512E-01 0.404E-01 0.315E-01 0.143E-01 0.851E-02 0.612E-02 0.163E-02 0.118E-02 0.694E-03 0.205E-03 0.131E-03 0.740E-04 0.561E-04 0.422E-04 0.523E-04 0.592E-04
 0.561E-04 0.517E-04 0.448E-04 0.609E-04 0.516E-04 0.988E-04 0.356E-03 0.105E-02 0.162E-02 0.400E-02 0.476E-02 0.519E-02 0.581E-02 0.471E-02 0.509E-02 0.269E-02 0.201E-02 0.129E-02 0.890E-03 0.517E-03 0.181E-03 0.992E-04 0.794E-04 0.446E-04 0.592E-04 0.434E-04 0.430E-04 0.510E-04
 0.767E-04 0.568E-04 0.544E-04 0.467E-04 0.607E-04 0.534E-04 0.843E-04 0.614E-04 0.914E-04 0.867E-04 0.289E-03 0.365E-03 0.404E-03 0.454E-03 0.555E-03 0.291E-03 0.192E-03 0.101E-03 0.790E-04 0.595E-04 0.556E-04 0.677E-04 0.445E-04 0.589E-04 0.537E-04 0.468E-04 0.454E-04 0.494E-04
